781	6679347379	1	
782	5668253326		
783	7541856437	1	
784	7471279389		
785	5417583939	1	
786	5232363400	1	
787	7905369252	1	
788	7024772388	1	
789	7134547393	1	
790	1498882914		
791	6172540635		
793	6577716832	1	
795	6357780264	1	
797	5754154479	1	
798	2123203040	1	
799	6078201991	1	
802	5009061884		
805	5656694124	1	
806	1041700180		
807	7151394874	1	
808	6162855540	1	
809	5376782927	1	
811	5358261868		
812	8012456035	1	
813	1683619376	1	
814	7338744642	1	
815	5976190152	1	
816	5660377884	1	
818	6575413908	1	
821	7415610627	1	
823	6353345795		
824	6680189177	1	
825	7202521612	1	
826	6139431113		
827	7751632532	1	
828	5227333576	1	
829	5787271098	1	
830	5620966550	1	
832	5625326359	1	
833	7023343092	1	
835	5015196406		
837	7084977538	1	
838	5377774527	1	
839	7803172768	1	
841	7332518699	1	
842	1744151567	1	
844	8029231183	1	
845	5390144863	1	
846	6582981581	1	
848	7380918878	1	
849	6423323942		
850	6359670465	1	
851	5196700724		
853	7335325507		
854	7819033298	1	
855	6921862886	1	
856	2025030696		
857	7857206205	1	
859	5256139046	1	
860	7839291413	1	
862	6452827826	1	
863	6508603401	1	
864	6844428496	1	
865	7698850951		
866	1116037014	1	
868	5705763396	1	
869	7167658351		
870	7159871986		
872	7039687671	1	
873	5789367366	1	
874	6573410019	1	
875	5285392816	1	
876	5873195005		
877	6899428971	1	
878	1449697948	1	
879	5611128953	1	
880	5117932771	1	
881	7120996642		
882	7518272059		
883	6873951517	1	
884	7840702056		
886	1124863524	1	
887	7188640238		
888	7082617018	1	
889	7024188588		
890	5164583478	1	
891	6852175097	1	
892	5941247478	1	
894	5823585987		
895	6362165123	1	
896	7438871302	1	
897	5087344952	1	
899	6500899553	1	
900	7509689983	1	
901	7459272275		
902	6724388398	1	
903	6126825828	1	
904	7104884614	1	
905	5644880203	1	
907	5910438734	1	
908	1120725321	1	
909	6186310042	1	
910	6339809306		
912	8016731270		
913	6278281257	1	
914	1111936180		
917	7313160699		
918	6466935649	1	
919	5935926387		
920	7434017269		
921	5740370932	1	
922	5646257306	1	
923	7198277268		
924	7448053311		
925	7136019891	1	
926	5810270602	1	
927	7098152148	1	
928	6356485155	1	
929	6729320434		
930	5991169801	1	
931	5989078172	1	
932	7844019896	1	
933	8153177903	1	
934	6588921202	1	
935	6864025812		
937	1450380398	1	
938	7138324403	1	
939	5520162323		
940	817729165	1	
941	7183625269	1	
943	6671475310		
944	6769326572		
945	8110747349	1	
946	5911374822		
947	6997869007		
948	7349139825		
949	6829337051	1	
951	6678730123	1	
953	7256493407	1	
954	1817708010	1	
956	7344078518		
957	6002929845	1	
958	6745438244		
959	7349313980		
960	6710068409		
961	7152403969	1	
962	7612442010	1	
963	7905194994		
964	5082204083		
965	6019996873	1	
966	7544299712	1	
967	6671656443	1	
968	6185659990		
969	6550146921		
970	6850872838	1	
971	2094233287	1	
972	533596414		
973	7189393373		
974	5522532017		
976	2109923442	1	
977	7277658269		
978	6291437702	1	
979	7237933226	1	
981	1451821112	1	
982	7749912742	1	
984	7280771652		
985	6721558988		
986	2089449239		
987	5579040263	1	
989	5260069994	1	
990	7941029174		
991	7426032138		
992	7414335432		
995	5329569747	1	
996	1298337193		
997	7891014284		
998	5039649674		
999	6537099293		
1000	6279669660	1	
1001	7717904665	1	
1004	6308456718	1	
1005	6785414899	1	
1006	5735009081		
1007	6374079052		
1009	7412038947	1	
1010	7834696242		
1011	6470221983	1	
1012	7877703510		
1013	5666147054	1	
1014	6192003003	1	
1015	7224168673		
1016	5017862536		
1018	7444928290		
1019	6381618652	1	
1020	7039910168		
1021	7381175766	1	
1024	5135206495		
1025	6972700440		
1026	6743463318		
1027	5688097770	1	
1028	7340398951	1	
1029	5938901169	1	
1030	5275479674		
1031	1603529793	1	
1032	6751682765		
1034	1344924763		
1035	1175454997		
1036	5876566759		
1037	6824537967		
1038	7744211681	1	
1040	5982210127	1	
1041	6298199950	1	
1042	6844596070	1	
1043	5079760547		
1044	7386472885		
1045	7198462091	1	
1046	6875814749		
1047	7159838041	1	
1048	6995233114	1	
1050	5953216867	1	
1051	7923612047	1	
1052	7282654716		
1053	7796546975	1	
1054	6723848217		
1055	6400107996	1	
1056	7289968853	1	
1057	7317591818	1	
1058	6830836638		
1059	5296968775	1	
1060	5956507172		
1061	5199088611	1	
1062	6664593324	1	
1063	5003658630		
1064	8163613826	1	
1065	6665561905	1	
1066	6458805342	1	
1067	5983208712	1	
1068	6175778890		
1069	6245765796	1	
1070	6139841830	1	
1071	6484243494		
1072	7033078034		
1073	5377760644		
1074	5263307766		
1075	6723719874	1	
1076	1657550080		
1077	6560704130	1	
1078	6751954374	1	
1079	6857693048	1	
1080	6857124888	1	
1081	1105018048		
1082	7833735103		
1083	6375683595	1	
1084	8021988498	1	
1085	5052656375		
1086	6436180118		
1087	5239266887		
1088	6626770320	1	
1089	5162129095		
1090	6661485840		
1091	7294859650	1	
1092	6371529341	1	
1093	6342189086	1	
1094	6413844216		
1095	6984599910	1	
1096	6460841986		
1097	6092438229	1	
1098	6039945755		
1100	7514405411		
1102	6778428190		
1103	5884952238		
1104	2133662742		
1105	7199423796		
1106	7984800115		
1109	1426542410	1	
1110	5199283850	1	
1112	5556838590	1	
1113	5372317633	1	
1114	7107663471	1	
1115	7553312720	1	
1118	7322104414		
1119	5034677037		
1120	6981040933	1	
1121	6281047257	1	
1122	6866489686	1	
1123	6150046506	1	
1124	8179598872		
1125	6299427283		
1127	7319855396	1	
1128	6531985027		
1130	6986036240	1	
1131	6115965968		
1132	6196324937	1	
1133	6310314216	1	
1136	7472645700	1	
1137	7253961779	1	
1138	5991882967	1	
1139	7007427342	1	
1141	2076058296	1	
1142	6069587267	1	
1143	5923210998	1	
1144	7055367700		
1145	7031933311		
1147	6395484835	1	
1148	7496139965		
1149	7499302731		
1150	2101006279		
1151	7945676393	1	
1154	7620596258	1	
1155	5839101352		
1157	7178622528		
1158	1631291543	1	
1159	6277183118		
1160	7019193718	1	
1162	5397638145	1	
1163	6464487705		
1164	6983484279	1	
1165	7286241419		
1166	6395205255		
1168	6374566808		
1169	6689605224		
1170	7324253643		
1172	6412283426		
1173	6238975139	1	
1174	7360641686	1	
1175	7142498200	1	
1176	6243890043	1	
1177	5707681103		
1178	5958517684	1	
1179	7511576718	1	
1180	8030840036	1	
1182	6534604419	1	
1183	7160194578	1	
1184	5686747388		
1186	6124140093		
1188	5136488195		
1189	6637996510		
1190	6059755956	1	
1191	2092114779	1	
1192	5723152313	1	
1194	5582754911		
1195	7582074184	1	
1196	7047641779	1	
1197	6334868388	1	
1198	1412243060		
1199	7545948130	1	
1200	7254772768	1	
1201	7378623966		
1202	5927990329	1	
1203	6391067485		
1204	7335215669	1	
1205	6855481972	1	
1206	6065081260	1	
1207	7771756512	1	
1208	5156667006		
1209	5856257940	1	
1210	7000586971		
1211	7208622821		
1212	6781650729	1	
1213	7974590576		
1214	6287692651	1	
1215	7193310775	1	
1216	7906590475	1	
1217	6313192424		
1218	6821426157	1	
1219	6581387297		
1221	6434210117	1	
1222	7640069534		
1223	7233868184		
1224	1985753302	1	
1225	5198019905	1	
1226	7129646205	1	
1227	6955285055	1	
1228	5253190987		
1229	5758506035		
1230	7862107604		
1231	1475348743	1	
1232	2063733172	1	
1233	7405095140		
1235	5822767262	1	
1236	6478818930	1	
1237	5188525444		
1238	1258901723		
1239	1728962748	1	
1240	7464859320	1	
1242	5465122302	1	
1244	1746593211		
1245	7241047344	1	
1246	7248164135	1	
1248	6091576532		
1249	1314760629	1	
1250	6527542924	1	
1251	6283195168	1	
1252	6898804142	1	
1253	5251300244		
1254	1196742430	1	
1257	5084661444	1	
1259	1277072997		
1260	2114609563	1	
1261	7939200816		
1262	5646852059	1	
1263	5830004866		
1265	7083550563		
1266	1965286329		
1267	5200703719	1	
1268	6835697419	1	
1269	7673495839	1	
